日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分,JCN,法人番号,住所,法人名,法人名(カナ),更新日時,企業ホームページ,事業概要,従業員数,代表者名,特許情報
20230929,1492,ＭＡＸＩＳ　ＪＰＸ　日経中小型株指数上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1493,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経中小型,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1494,Ｏｎｅ　ＥＴＦ　高配当日本株,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1495,上場インデックスファンドアジアリート,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1496,ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1497,ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1498,Ｏｎｅ　ＥＴＦ　ＥＳＧ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1499,ＭＡＸＩＳ日本株高配当７０マーケットニュートラル上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1514,住石ホールディングス,スタンダード（内国株式）,1050,鉱業,2,エネルギー資源 ,7,TOPIX Small 2,2010401078384,2010401078384,東京都港区西新橋１丁目７番１４号,住石ホールディングス株式会社,すみせきほーるでぃんぐす,2020-12-28T00:00:00+09:00,,,15,代表取締役社長　　長崎　駒樹,
20230929,1515,日鉄鉱業,プライム（内国株式）,1050,鉱業,2,エネルギー資源 ,6,TOPIX Small 1,5010001008730,5010001008730,東京都千代田区丸の内２丁目３番２号,日鉄鉱業株式会社,にってつこうぎょう,2018-07-17T00:00:00+09:00,http://www.nittetsukou.co.jp/,鉱業（石灰石、タンカル、砕石などの採掘販売）を中心に、銅ほか鉱産物の加工・販売及び輸出入業、石炭・石油製品の仕入販売、機械・環境関連商品等の開発及び販売、不動産業などを展開,654,代表取締役社長　　森　川　玲　一,特許 6件（気流分級機 / 気流2分級機 / ポリ硫酸第二鉄の製造方法及び汚泥焼却炉用固結抑制剤 / 炭酸リチウム製造方法 / 鉄系坑廃水の処理方法 他） 意匠 1件（空気清浄機）
20230929,1518,三井松島ホールディングス,プライム（内国株式）,1050,鉱業,2,エネルギー資源 ,6,TOPIX Small 1,5290001010634,5290001010634,福岡県福岡市中央区大手門１丁目１番１２号,三井松島ホールディングス株式会社,みついまつしまほーるでぃんぐす,2018-10-09T00:00:00+09:00,,,37,代表取締役社長　　吉　岡　　泰　士,
20230929,1540,純金上場信託（現物国内保管型）,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1541,純プラチナ上場信託（現物国内保管型）,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1542,純銀上場信託（現物国内保管型）,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1543,純パラジウム上場信託（現物国内保管型）,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1545,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1546,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1547,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1550,ＭＡＸＩＳ　海外株式（ＭＳＣＩコクサイ）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1551,東証スタンダードＴＯＰ２０ＥＴＦ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1552,国際のＥＴＦ　ＶＩＸ短期先物指数,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1554,上場インデックスファンド世界株式（ＭＳＣＩ　ＡＣＷＩ）除く日本,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1555,上場インデックスファンド豪州リート（Ｓ＆Ｐ／ＡＳＸ２００　Ａ－ＲＥＩＴ）,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1557,ＳＰＤＲ　Ｓ＆Ｐ５００　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1559,ＮＥＸＴ　ＦＵＮＤＳ　タイ株式ＳＥＴ５０指数連動型上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1560,ＮＥＸＴ　ＦＵＮＤＳ　ＦＴＳＥブルサ・マレーシアＫＬＣＩ連動型上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1563,東証グロース・コアＥＴＦ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1566,上場インデックスファンド新興国債券,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1568,ＴＯＰＩＸブル２倍上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1569,ＴＯＰＩＸベア上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1570,ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1571,ＮＥＸＴ　ＦＵＮＤＳ　日経平均インバース・インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1572,中国Ｈ株ブル２倍上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1573,中国Ｈ株ベア上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1577,ＮＥＸＴ　ＦＵＮＤＳ　野村日本株高配当７０連動型上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1578,上場インデックスファンド日経２２５（ミニ）,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1579,日経平均ブル２倍上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1580,日経平均ベア上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1585,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1586,上場インデックスファンドＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1591,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経インデックス４００連動型上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1592,上場インデックスファンドＪＰＸ日経インデックス４００,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1593,ＭＡＸＩＳ　ＪＰＸ日経インデックス４００上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1595,ＮＺＡＭ　上場投信　東証ＲＥＩＴ指数,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1596,ＮＺＡＭ　上場投信　ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1597,ＭＡＸＩＳ　Ｊリート上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1599,ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1605,ＩＮＰＥＸ,プライム（内国株式）,1050,鉱業,2,エネルギー資源 ,4,TOPIX Mid400,7010401078520,7010401078520,東京都港区赤坂５丁目３番１号,株式会社ＩＮＰＥＸ,いんぺっくす,2021-04-13T00:00:00+09:00,http://www.inpex.co.jp/index.html,石油・天然ガス、その他の鉱物資源の調査、探鉱、開発、生産、販売及び同事業に付帯関連する事業、それらを行う企業に対する投融資,1370,代表取締役社長　　上田　隆之,特許 7件（液化天然ガス補給支援システム、液化天然ガス補給装置、液化天然ガス補給方法及び液化天然ガス補給支援プログラム / 光触媒の製造方法、及び水素生成方法 / 腐食防止剤、坑井、パイプライン、及び防食皮膜形成方法 / セルラーゼ生産菌の変異株、セルラーゼの製造方法およびセロオリゴ糖の製造方法 / 藻類の成長促進剤および藻類の増殖方法 他）  商標 7件（INPEX / I-RHEX / CARBON NEUTRAL / INPEX 4U Challenge Lab / INPEX\Group∞Solutions∞Research and Techno-Solutions for Future Energy 他）
20230929,1615,ＮＥＸＴ　ＦＵＮＤＳ　東証銀行業株価指数連動型上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1617,ＮＥＸＴ　ＦＵＮＤＳ　食品（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1618,ＮＥＸＴ　ＦＵＮＤＳ　エネルギー資源（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1619,ＮＥＸＴ　ＦＵＮＤＳ　建設・資材（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1620,ＮＥＸＴ　ＦＵＮＤＳ　素材・化学（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1621,ＮＥＸＴ　ＦＵＮＤＳ　医薬品（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1622,ＮＥＸＴ　ＦＵＮＤＳ　自動車・輸送機（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1623,ＮＥＸＴ　ＦＵＮＤＳ　鉄鋼・非鉄（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1624,ＮＥＸＴ　ＦＵＮＤＳ　機械（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1625,ＮＥＸＴ　ＦＵＮＤＳ　電機・精密（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1626,ＮＥＸＴ　ＦＵＮＤＳ　情報通信・サービスその他（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1627,ＮＥＸＴ　ＦＵＮＤＳ　電力・ガス（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1628,ＮＥＸＴ　ＦＵＮＤＳ　運輸・物流（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1629,ＮＥＸＴ　ＦＵＮＤＳ　商社・卸売（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1630,ＮＥＸＴ　ＦＵＮＤＳ　小売（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1631,ＮＥＸＴ　ＦＵＮＤＳ　銀行（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1632,ＮＥＸＴ　ＦＵＮＤＳ　金融（除く銀行）（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1633,ＮＥＸＴ　ＦＵＮＤＳ　不動産（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1651,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ高配当４０指数,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1652,ｉＦｒｅｅＥＴＦ　ＭＳＣＩ日本株女性活躍指数（ＷＩＮ）,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1653,ｉＦｒｅｅＥＴＦ　ＭＳＣＩジャパンＥＳＧセレクト・リーダーズ指数,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1654,ｉＦｒｅｅＥＴＦ　ＦＴＳＥ　Ｂｌｏｓｓｏｍ　Ｊａｐａｎ　Ｉｎｄｅｘ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1655,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1656,ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1657,ｉシェアーズ・コア　ＭＳＣＩ　先進国株（除く日本）ＥＴＦ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1658,ｉシェアーズ・コア　ＭＳＣＩ　新興国株　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1659,ｉシェアーズ　米国リート　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1660,ＭＡＸＩＳ高利回りＪリート上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1662,石油資源開発,プライム（内国株式）,1050,鉱業,2,エネルギー資源 ,6,TOPIX Small 1,3010001108219,3010001108219,東京都千代田区丸の内１丁目７番１２号,石油資源開発株式会社,せきゆしげんかいはつ,2018-07-23T00:00:00+09:00,,石油天然ガス鉱業,1227,代表取締役社長　　藤田　昌宏　,特許 12件（二流路で構成される圧入井を用いる石油増進回収方法 / 二酸化炭素の地層内貯留方法、二酸化炭素含有天然ガス田の開発方法、および二酸化炭素の海水内貯留方法 / 地熱貯留層の複合刺激方法、及び坑井内のスケール除去方法 / 地殻応力測定方法 / ベンチュリ効果を利用した高圧水ジェット噴射装置 他）  商標 1件（JAPAN-GTL）
20230929,1663,Ｋ＆Ｏエナジーグループ,プライム（内国株式）,1050,鉱業,2,エネルギー資源 ,7,TOPIX Small 2,4010001157909,4010001157909,千葉県茂原市茂原６６１番地,Ｋ＆Ｏエナジーグループ株式会社,けいあんどおーえなじーぐるーぷ,2018-04-23T00:00:00+09:00,,,49,代表取締役社長　緑 川　昭 夫,
20230929,1671,ＷＴＩ原油価格連動型上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1672,ＷｉｓｄｏｍＴｒｅｅ　金上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1673,ＷｉｓｄｏｍＴｒｅｅ　銀上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1674,ＷｉｓｄｏｍＴｒｅｅ　白金上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1675,ＷｉｓｄｏｍＴｒｅｅ　パラジウム上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1676,ＷｉｓｄｏｍＴｒｅｅ　貴金属バスケット上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1677,上場インデックスファンド海外債券（ＦＴＳＥ　ＷＧＢＩ）毎月分配型,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1678,ＮＥＸＴ　ＦＵＮＤＳ　インド株式指数・Ｎｉｆｔｙ　５０　連動型上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1679,Ｓｉｍｐｌｅ－Ｘ　ＮＹ　ダウ・ジョーンズ・インデックス上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1680,上場インデックスファンド海外先進国株式（ＭＳＣＩ－ＫＯＫＵＳＡＩ）,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1681,上場インデックスファンド海外新興国株式（ＭＳＣＩ　エマージング）,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1682,ＮＥＸＴ　ＦＵＮＤＳ　日経・ＪＰＸ白金指数連動型上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1684,ＷｉｓｄｏｍＴｒｅｅ　ブロード上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1685,ＷｉｓｄｏｍＴｒｅｅ　エネルギー上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1686,ＷｉｓｄｏｍＴｒｅｅ　産業用金属上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1687,ＷｉｓｄｏｍＴｒｅｅ　農産物上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1688,ＷｉｓｄｏｍＴｒｅｅ　穀物上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1689,ＷｉｓｄｏｍＴｒｅｅ　天然ガス上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1690,ＷｉｓｄｏｍＴｒｅｅ　ＷＴＩ　原油上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1691,ＷｉｓｄｏｍＴｒｅｅ　ガソリン上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1692,ＷｉｓｄｏｍＴｒｅｅ　アルミニウム上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1693,ＷｉｓｄｏｍＴｒｅｅ　銅上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1694,ＷｉｓｄｏｍＴｒｅｅ　ニッケル上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1695,ＷｉｓｄｏｍＴｒｅｅ　小麦上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1696,ＷｉｓｄｏｍＴｒｅｅ　とうもろこし上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1697,ＷｉｓｄｏｍＴｒｅｅ　大豆上場投資信託,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1698,上場インデックスファンド日本高配当（東証配当フォーカス１００）,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1699,ＮＥＸＴ　ＦＵＮＤＳ　ＮＯＭＵＲＡ　原油インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,1711,ＳＤＳホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-,2010401082989,2010401082989,東京都港区東新橋２丁目１１番７号,株式会社ＳＤＳホールディングス,えすでぃーえすほーるでぃんぐす,2021-08-18T00:00:00+09:00,,,7,代表取締役社長  渡辺　悠介,
